x,y,Left_PWM,Right_PWM,dt,X_Velocity_m_s_,Y_Velocity_m_s_,X_Accel_m_s2_,Y_Accel_m_s2_
0.5991530623729167,0.471811975953744,0.0,-0.4999969481490524,0.250007629627369,0.1032407721061915,0.01001137362665115,8.375053175195566,41.544550718054275
0.5992385631885739,0.4718619342631306,0.0,-0.4999969481490524,0.3281350138859218,0.10598892029612962,0.023643595353404274,8.375053175195566,41.544550718054275
0.5992767113254189,0.4718619342631306,0.0,-0.4999969481490524,0.3437604907376324,0.10886793268558861,0.03792497049571707,8.375053175195566,41.544550718054275
0.5992385631885739,0.4718619342631306,0.0,-0.4999969481490524,0.3593859675893429,0.11187780927456847,0.052855499053589536,8.375053175195566,41.544550718054275
0.5992385631885739,0.4717474898525956,0.0,-0.4999969481490524,0.3437604907376324,0.11475682166402747,0.06713687419590232,8.375053175195566,41.544550718054275
0.5993911557359539,0.4718619342631306,0.0,-0.4999969481490524,0.3437604907376324,0.11763583405348646,0.08141824933821512,8.375053175195566,41.544550718054275
0.5992767113254189,0.4720145268105106,0.0,-0.4999969481490524,0.3593859675893429,0.12064571064246632,0.0963487778960876,8.375053175195566,41.544550718054275
0.5992767113254189,0.4717856379894406,0.0,-0.4999969481490524,0.3281350138859218,0.12339385883240445,0.10998099962284072,8.375053175195566,41.544550718054275
0.5995437482833339,0.4719000823999756,0.0,-0.4999969481490524,0.3593859675893429,0.1264037354213843,0.12491152818071317,8.375053175195566,41.544550718054275
0.5994293038727989,0.4722815637684255,0.0,-0.4999969481490524,0.3593859675893429,0.12941361201036417,0.13984205673858563,8.375053175195566,41.544550718054275
0.5993911557359539,0.4720526749473556,0.0,-0.4999969481490524,0.3281350138859218,0.1321617602003023,0.15347427846533876,8.375053175195566,41.544550718054275
0.5996581926938689,0.4719763786736656,0.0,-0.4999969481490524,0.3593859675893429,0.13517163678928215,0.16840480702321123,8.375053175195566,41.544550718054275
0.5996963408307139,0.4724341563158055,0.0,-0.4999969481490524,0.3437604907376324,0.13805064917874116,0.18268618216552404,8.375053175195566,41.544550718054275
0.5995818964201789,0.4723578600421155,0.0,-0.4999969481490524,0.3593859675893429,0.141060525767721,0.19761671072339648,8.375053175195566,41.544550718054275
0.5997726371044039,0.4721289712210456,0.0,-0.4999969481490524,0.3437604907376324,0.14393953815718,0.21189808586570927,8.375053175195566,41.544550718054275
0.5999252296517839,0.4725867488631855,0.0,-0.4999969481490524,0.3437604907376324,0.146818550546639,0.22617946100802205,8.375053175195566,41.544550718054275
0.5997726371044039,0.4727011932737205,0.0,-0.4999969481490524,0.3437604907376324,0.14969756293609798,0.24046083615033484,8.375053175195566,41.544550718054275
0.5999252296517839,0.4723578600421155,0.0,-0.4999969481490524,0.3437604907376324,0.152576575325557,0.2547422112926477,8.375053175195566,41.544550718054275
0.6001159703360088,0.4727774895474105,0.0,-0.4999969481490524,0.3437604907376324,0.15545558771501597,,8.375053175195566,
0.6000396740623188,0.4730445265053254,0.0,-0.4999969481490524,0.3593859675893429,0.15846546430399583,,8.375053175195566,
0.6000778221991638,0.4726630451368755,0.0,-0.4999969481490524,0.3437604907376324,0.1613444766934548,,8.375053175195566,
0.6003067110202338,0.4729300820947905,0.0,-0.4999969481490524,0.3437604907376324,0.16422348908291381,,8.375053175195566,
0.6002685628833888,0.4733878597369304,0.0,-0.4999969481490524,0.3437604907376324,0.16710250147237282,,8.375053175195566,
0.6001922666096988,0.4731208227790154,0.0,-0.4999969481490524,0.3437604907376324,0.1699815138618318,,8.375053175195566,
0.6003830072939238,0.4731589709158604,0.0,-0.4999969481490524,0.3593859675893429,0.17299139045081166,,8.375053175195566,
0.6003830072939238,0.4737311929685355,0.0,-0.4999969481490524,0.3281350138859218,0.1757395386407498,,8.375053175195566,
0.6003448591570788,0.4735786004211555,0.0,-0.4999969481490524,0.3593859675893429,0.17874941522972965,,8.375053175195566,
0.6004974517044588,0.4734260078737754,0.0,-0.4999969481490524,0.3437604907376324,0.18162842761918863,,8.375053175195566,
0.6006500442518388,0.4741126743369854,0.0,-0.4999969481490524,0.3593859675893429,0.1846383042081685,,8.375053175195566,
0.6005355998413038,0.4741508224738304,0.0,-0.4999969481490524,0.3437604907376324,0.1875173165976275,,8.375053175195566,
0.6006500442518388,0.4738837855159155,0.0,-0.4999969481490524,0.3593859675893429,0.19052719318660738,,8.375053175195566,
0.6008026367992187,0.4744178594317454,0.0,-0.4999969481490524,0.3281350138859218,0.1932753413765455,,8.375053175195566,
0.6008026367992187,0.4747611926633504,0.0,-0.4999969481490524,0.3593859675893429,0.19628521796552537,,8.375053175195566,
0.6008026367992187,0.4743797112949004,0.0,-0.4999969481490524,0.3281350138859218,0.1990333661554635,,8.375053175195566,
0.6009552293465987,0.4746467482528154,0.0,-0.4999969481490524,0.3593859675893429,0.20204324274444335,,8.375053175195566,
0.6009933774834437,0.4752189703054903,0.0,-0.4999969481490524,0.3437604907376324,0.20492225513390233,,8.375053175195566,
0.6009933774834437,0.4748756370738853,0.0,-0.4999969481490524,0.3437604907376324,0.20780126752336137,,8.375053175195566,
0.6010696737571337,0.4750282296212653,0.0,-0.4999969481490524,0.3437604907376324,0.21068027991282035,,8.375053175195566,
0.6012222663045137,0.4756767479476302,0.0,-0.4999969481490524,0.3593859675893429,0.21369015650180023,,8.375053175195566,
0.6012985625782037,0.4755241554002503,0.0,-0.4999969481490524,0.3437604907376324,0.2165691688912592,,8.375053175195566,
0.6013367107150487,0.4754860072634053,0.0,-0.4999969481490524,0.3437604907376324,0.2194481812807182,,8.375053175195566,
0.6014893032624287,0.4761345255897702,0.0,-0.4999969481490524,0.3593859675893429,0.22245805786969808,,8.375053175195566,
0.6015655995361187,0.4761726737266152,0.0,-0.4999969481490524,0.3281350138859218,0.2252062060596362,,8.375053175195566,
0.6016037476729637,0.4759819330423902,0.0,-0.4999969481490524,0.3750114444410535,0.22834694684813694,,8.375053175195566,
0.6017181920834986,0.4765541550950651,0.0,-0.4999969481490524,0.3281350138859218,0.23109509503807507,,8.375053175195566,
0.6019470809045686,0.4768593401898251,0.0,-0.4999969481490524,0.3593859675893429,0.2341049716270549,,8.375053175195566,
0.6019852290414136,0.4765923032319101,0.0,-0.4999969481490524,0.3437604907376324,,,,
0.6020615253151036,0.4770500808740501,0.0,-0.4999969481490524,0.3593859675893429,,,,
0.6022904141361736,0.477546006653035,0.0,-0.4999969481490524,0.3437604907376324,,,,
0.6024048585467086,0.4772026734214301,0.0,-0.4999969481490524,0.3437604907376324,,,,
0.6024430066835536,0.477546006653035,0.0,-0.4999969481490524,0.3437604907376324,,,,
0.6027481917783135,0.4781563768425549,0.0,-0.4999969481490524,0.3593859675893429,,,,
0.6029007843256935,0.477927488021485,0.0,-0.4999969481490524,0.3281350138859218,,,,
0.6028244880520035,0.47796563615833,0.0,-0.4999969481490524,0.3437604907376324,,,,
0.6030915250099185,0.4787667470320749,0.0,-0.4999969481490524,0.3437604907376324,,,,
0.6033585619678334,0.4787667470320749,0.0,-0.4999969481490524,0.3593859675893429,,,,
0.6033204138309884,0.4785760063478499,0.0,-0.4999969481490524,0.3593859675893429,,,,
0.6034348582415234,0.4792626728110598,0.0,-0.4999969481490524,0.3281350138859218,,,,
0.6038163396099734,0.4794915616321298,0.0,-0.4999969481490524,0.3593859675893429,,,,
0.6037781914731284,0.4792245246742148,0.0,-0.4999969481490524,0.3437604907376324,,,,
