index,x,y
13,0.567396511708986,0.533078652479792
14,0.567372310548221,0.533211662302573
15,0.567345434416418,0.533367808677836
16,0.567308303778669,0.533579629439084
17,0.567265571486344,0.533799965613323
18,0.567223218118928,0.534069258711921
19,0.567164498659106,0.534352079870653
20,0.567102759215685,0.534673345417573
21,0.567034841419624,0.534991584751707
22,0.566955610128007,0.535332921135664
23,0.566876378836391,0.535675629996489
24,0.566778104072941,0.536027797657747
25,0.566678008795447,0.536376215395211
26,0.566571444235942,0.536722882132292
27,0.566438378236736,0.537074332146378
28,0.566274957585151,0.537502774396207
29,0.566090525406769,0.537981388087017
30,0.565962123966512,0.538312262828282
31,0.565809161729734,0.538647336151449
32,0.565645488620519,0.538985001388979
33,0.565481815511304,0.539333587860983
34,0.565318142402089,0.539687202748413
35,0.565143688524235,0.540075336628925
36,0.564955373307139,0.540470202419468
37,0.564765373281232,0.540904906798504
38,0.564577058064135,0.541360175575959
39,0.564375416955701,0.541841651888409
40,0.564167082350416,0.542379748947832
41,0.563956883827897,0.542930873165629
42,0.563745290818884,0.543520652917448
43,0.563521617190387,0.544145160820785
44,0.563295942410278,0.544816875918053
45,0.563067361157294,0.545524792715574
46,0.562827517195805,0.546270824973606
47,0.562587673234315,0.547061295957859
48,0.562341461621323,0.547872753268885
49,0.562008155298299,0.548940941806828
50,0.561674732240626,0.55004765601215
51,0.561417148654692,0.550903304806095
52,0.561146031121009,0.55176988045022
53,0.560877339207605,0.552629834824242
54,0.560602519434443,0.553512948839332
55,0.560319097912366,0.554382574033035
56,0.560030559206205,0.555269832178938
57,0.559744579092086,0.556151751027389
58,0.559446356935338,0.55703386841468
59,0.559147680148057,0.557919250365628
60,0.558846331174797,0.558812553605862
61,0.558533597596757,0.559714187437935
62,0.558223073614347,0.560607905168406
63,0.557912549631938,0.561511496766515
64,0.557584754843358,0.562430375949664
65,0.557258955647351,0.563347070709763
66,0.556933156451343,0.564277663118548
67,0.556603326862709,0.565215103233653
68,0.556259225582262,0.56616333013871
69,0.555801437781054,0.567442342467212
70,0.555331331552115,0.568745392063781
71,0.554971836753158,0.569726087055747
72,0.554615454457913,0.570709763236847
73,0.55424240985246,0.57171078448236
74,0.553866027710894,0.572729727093412
75,0.553486543387825,0.573751129117958
76,0.553098584287423,0.574776504250954
77,0.552707154214677,0.575824305042665
78,0.552308016763909,0.576865669566343
79,0.551903088418127,0.577916219810052
80,0.551494537280437,0.578979685805604
81,0.551069504774989,0.580054677969147
82,0.550646154381002,0.581122439269134
83,0.550222803987016,0.582202903578152
84,0.549781065301745,0.583294303328293
85,0.549340460497128,0.584389439072959
86,0.548897455004146,0.585487413412086
87,0.548440731896817,0.586597257200641
88,0.547975860884488,0.58773308699284
89,0.547383070118289,0.58917849869705
90,0.546732995193267,0.590740388347135
91,0.546260218034752,0.591882571576496
92,0.545776721457846,0.593032176743234
93,0.54529405724156,0.594180801079433
94,0.544800950096231,0.595346331874692
95,0.544305799704229,0.59650964855262
96,0.543799079967961,0.597703092157728
97,0.543287640573247,0.598890849683614
98,0.542771118215313,0.600095850157172
99,0.542247987823891,0.601293241905141
100,0.541724857432469,0.60249125634322
101,0.541185634628422,0.603711140542027
102,0.540649467079145,0.604908421232269
103,0.540113299529868,0.606101906637889
104,0.539495533031061,0.607446589832238
105,0.538872748209986,0.60876338778413
106,0.538247631192397,0.610016436799706
107,0.537612156111955,0.61121292348906
108,0.536971636863619,0.612354265630287
109,0.536140549316255,0.613700394321193
110,0.535392306675594,0.614803626810845
111,0.534822319983663,0.615595870030634
112,0.534257200644281,0.616369502685141
113,0.533682287424416,0.61714706813192
114,0.533104416055032,0.61794236937942
115,0.532519324646886,0.618759368522361
116,0.531930315014383,0.619604987646723
117,0.53134130538188,0.620462038825023
118,0.530664541719834,0.621492235385095
119,0.529984764436031,0.622540184434226
120,0.529304987152229,0.623586238385076
121,0.528616001886437,0.624622442622185
122,0.527922475992674,0.625636329372763
123,0.527234389517685,0.626609937197152
124,0.526540863623922,0.627578414098493
125,0.525847337730159,0.628469987209462
126,0.525139203703288,0.629350350579447
127,0.524427821059225,0.630230713949433
128,0.523702704347148,0.631042351320253
129,0.522776413583086,0.632000258225166
130,0.521907720344352,0.632832905021419
131,0.521269625083572,0.633407970384513
132,0.520613802623257,0.633992139598417
133,0.519963847641291,0.634585275992061
134,0.519302547509455,0.635201739257748
135,0.518626887803808,0.635836159315175
136,0.517957219452211,0.63650302561634
137,0.5172821772425,0.637170304695724
138,0.516591126254931,0.637901671191518
139,0.515906203102274,0.638626552358112
140,0.515215834250086,0.639361615842203
141,0.514514375933377,0.640142750946906
142,0.51371900653055,0.641041643627757
143,0.512918158389119,0.641947783973234
144,0.512105860444386,0.642833077356214
145,0.511287114776775,0.643680077526353
146,0.510464297564222,0.644451096876252
147,0.509632976820034,0.645166985983945
148,0.50879505735697,0.64583692757732
149,0.507937498849629,0.646430888433414
150,0.506845946255232,0.647087671928238
151,0.505864777654487,0.647605938370711
152,0.505099205032884,0.64795006442454
153,0.504333198498385,0.648294647971438
154,0.503570930747013,0.648637834144003
155,0.502789402528366,0.649006521674089
156,0.502021734577602,0.649382608894595
157,0.501244251572121,0.649804326821411
158,0.500464375089403,0.650248649318924
159,0.499683889881673,0.650744277089758
160,0.498898094183174,0.651239904860591
161,0.498112298484675,0.65180658706792
162,0.497319472470004,0.652412714235227
163,0.496533676771505,0.653013466622257
164,0.495744035624873,0.653694349035449
165,0.494842777807258,0.654494057750476
166,0.493941519989643,0.655314851107081
167,0.493047330860793,0.656124693996959
168,0.4921371227427,0.65690624903124
169,0.491211516076678,0.657653091752188
170,0.490019263824604,0.658565700850501
171,0.48896267440928,0.659289002923768
172,0.488152157907967,0.659811323904226
173,0.487347970819105,0.660319382475284
174,0.486418025885361,0.660897737771453
175,0.485488080951617,0.66146671374742
176,0.484555756746159,0.662012880194864
177,0.483612230006548,0.662524667806284
178,0.482668703266937,0.662989080984543
179,0.481716752305539,0.663429532891411
180,0.480766369070268,0.663819064385161
181,0.479808472924046,0.664179574559073
182,0.478842745259806,0.664522424858608
183,0.477876085883055,0.664844753090719
184,0.476901784930203,0.66514367377405
