index,x,y
13,0.50935326293398,0.494980689562175
14,0.509344737018602,0.49516558201192
15,0.509331128697975,0.495360985197061
16,0.509312403001734,0.495585136431272
17,0.509282790065487,0.495829787763691
18,0.509247991434871,0.496090416435518
19,0.509213192804254,0.496366595632383
20,0.509158617993721,0.496665750064156
21,0.50910369505666,0.496978143132577
22,0.509040223030141,0.497301638893212
23,0.508963012842868,0.49764903723897
24,0.508885111875498,0.498010537439445
25,0.508792956004886,0.498383565614658
26,0.508690176087372,0.498778353872508
27,0.508586476623826,0.499189471860934
28,0.508464125849006,0.499621753828799
29,0.508336428463752,0.500071640296075
30,0.50820062263975,0.50053580975794
31,0.508051269477194,0.501036640656418
32,0.507901916314639,0.501538385225503
33,0.507736866215296,0.502070872936273
34,0.507566671043745,0.502624222734189
35,0.50739508499632,0.503196117816545
36,0.507208194105,0.503787330643431
37,0.507019655898439,0.504413975334179
38,0.506834422245947,0.505046443520149
39,0.506634764701554,0.505697469832318
40,0.506428330433827,0.506369425795746
41,0.506220076589377,0.507061904653051
42,0.506003588091523,0.507765190420127
43,0.505781408802107,0.508468412183842
44,0.50555328997206,0.509214186738268
45,0.505321339331188,0.50994876272997
46,0.505081740637363,0.510704642321933
47,0.504840030045105,0.511478721758836
48,0.504591390502144,0.512254741956282
49,0.504339688529195,0.513045074222013
50,0.504085045297518,0.513841632209004
51,0.503818325767473,0.514661761949272
52,0.5035539366465,0.515475520303429
53,0.503291854312015,0.516305160749603
54,0.503009534915948,0.517149601917333
55,0.502729682229696,0.518007947125229
56,0.502449829543443,0.518870541481589
57,0.502158470654137,0.519759054475816
58,0.501862445804217,0.520642259405792
59,0.501566420954297,0.521543869400672
60,0.501270396104378,0.522453429185399
61,0.500962091106493,0.523381452310029
62,0.500577829782206,0.524540492686931
63,0.500139932098376,0.525866579827399
64,0.499819355592149,0.526817979795528
65,0.49950164720317,0.527780828083919
66,0.499165276455661,0.528774341678783
67,0.498831411079437,0.52977866273668
68,0.498484480903442,0.530821312641441
69,0.498131297766972,0.53188610401361
70,0.497769232459021,0.532964131072439
71,0.497398459965517,0.534066796323683
72,0.497021838742373,0.535175382567935
73,0.496639956765701,0.53629119733873
74,0.496250179468911,0.537422556589859
75,0.495853425246764,0.538546419041764
76,0.495456671024618,0.539669746038243
77,0.495043132933579,0.540785053693358
78,0.494625166339394,0.541910339725115
79,0.494210906027863,0.543022222417771
80,0.493778000416855,0.544115303315865
81,0.493337261580848,0.545218163733405
82,0.492900430958382,0.546291065577632
83,0.492459789767665,0.547363781465791
84,0.491995729454183,0.54843362205192
85,0.491535784155429,0.549491267942133
86,0.491075838856675,0.55054133255454
87,0.490607660299189,0.551598235358241
88,0.490121731434139,0.552661699345995
89,0.489640048276316,0.553716196157596
90,0.489154174686271,0.554774489605684
91,0.488654127222402,0.555846232720727
92,0.488162844209582,0.556905998908615
93,0.487661979697269,0.557983311543301
94,0.487156269535635,0.559066352340834
95,0.486646034912575,0.560165831116987
96,0.486063882711372,0.561426126824488
97,0.485470232179799,0.562676952389683
98,0.484876581648226,0.563896387371605
99,0.484276983240859,0.565075132895718
100,0.483675542454581,0.566183566596554
101,0.483064610469502,0.567252646706097
102,0.48244888378081,0.568283631363786
103,0.481837832067563,0.569228612812353
104,0.481218200442878,0.570155660442442
105,0.480585977471872,0.571027603700662
106,0.479954936907337,0.571863347109662
107,0.479315456948409,0.572648874686851
108,0.478665885503241,0.573434354817888
109,0.478023120918379,0.574157877604875
110,0.477362944873827,0.574887143450127
111,0.476702768829275,0.575589411628385
112,0.476034738286855,0.57627744613691
113,0.475366158318738,0.576938712410891
114,0.47469227140828,0.577599720966799
115,0.474002398021219,0.578251832022024
116,0.473314339449426,0.578883633258882
117,0.472620819321287,0.579510585411529
118,0.471920026065431,0.580118932787982
119,0.471202259631996,0.5807157693935
120,0.470484493198562,0.581272346609337
121,0.469755522704642,0.581829520008787
122,0.468995727298502,0.582380928514245
