index,x,y,Expected_x,Expected_y,Left_PWM,Right_PWM,dt,X_Velocity_m_s_,X_Accel_m_s2_,Y_Velocity_m_s_,Y_Accel_m_s2_
22604,0.39732300317135927,0.3790457387096218,0.3987701040681173,0.379772331919309,0.3233497116000856,-0.245600756859035,0.9612872707296976,-0.5918111519964835,8.838833475218676,-0.811980572475637,12.465001526759172
22605,0.3969389934995575,0.3783989989928892,0.3981597338785974,0.3790093691824091,0.2680257576219977,-0.1895046845912046,0.968886379589221,-0.5832473266308867,8.838833475218676,-0.7999034022748012,12.465001526759172
22606,0.3965193639942626,0.3775597399822993,0.3975493636890774,0.3782082583086642,0.2329783013397626,-0.1600299081392864,0.976577043977172,-0.5746155247634512,8.838833475218676,-0.7877303679306278,12.465001526759172
22607,0.3960997344889676,0.3767204809717094,0.3969389934995575,0.3774071474349193,0.219617297891171,-0.136497085482345,0.976577043977172,-0.5659837228960157,8.838833475218676,-0.7755573335864543,12.465001526759172
22608,0.3955275124362927,0.3758812219611195,0.3963286233100376,0.3765678884243294,0.2282113101596117,-0.1352214117862484,0.968886379589221,-0.5574198975304191,8.838833475218676,-0.7634801633856185,12.465001526759172
22609,0.3949171422467727,0.3750038148136845,0.3957182531205176,0.3757286294137395,0.237107455671865,-0.1400891140476698,0.9841761528366956,-0.5487209284052141,8.838833475218676,-0.7512124061379092,12.465001526759172
22610,0.3941923276467177,0.3740882595294046,0.3951460310678427,0.3748893704031495,-0.105343791009247,-0.538267159031953,1.0833765678884244,-0.5391451433306944,8.838833475218676,-0.7377081155651248,12.465001526759172
22611,0.3932386242255928,0.3731727042451247,0.3945356608783227,0.3740119632557146,-0.0564989165929135,-0.584896389660329,1.0833765678884244,-0.5295693582561747,8.838833475218676,-0.7242038249923405,12.465001526759172
22612,0.3923993652150029,0.3724097415082246,0.3939252906888028,0.3731727042451247,0.0080904568620869,-0.5864070558793908,1.098620563371685,-0.5198588340440814,8.838833475218676,-0.7105095179925834,12.465001526759172
22613,0.3917126987517929,0.3717230750450147,0.3933530686361278,0.3723715933713796,0.0477370525223548,-0.5620014038514359,1.0910214545121617,-0.5102154770897576,8.838833475218676,-0.6969099338963622,12.465001526759172
22614,0.391216772972808,0.3712652974028747,0.3927808465834529,0.3716086306344797,0.0952726828821679,-0.4861659596545304,1.0833765678884244,-0.5006396920152378,8.838833475218676,-0.683405643323578,12.465001526759172
22615,0.390949736014893,0.3707312234870448,0.3922086245307778,0.3708838160344248,0.0868800927762687,-0.4064363536484877,1.0910214545121617,-0.49099633506091395,8.838833475218676,-0.6698060592273569,12.465001526759172
22616,0.390758995330668,0.3701971495712148,0.3916364024781029,0.3701971495712148,0.0622394482253485,-0.3324472792748802,1.0910214545121617,-0.48135297810659006,8.838833475218676,-0.6562064751311356,12.465001526759172
22617,0.390644550920133,0.3696630756553849,0.391178624835963,0.3695867793816949,0.0180944242683187,-0.2664815210425123,1.0910214545121617,-0.4717096211522662,8.838833475218676,-0.6426068910349145,12.465001526759172
22618,0.3904156620990631,0.3692434461500899,0.390682699056978,0.368976409192175,0.0081911679433577,-0.2113254188665425,1.0833765678884244,,,,
22619,0.3901104770043031,0.36886196478164,0.3902249214148381,0.368442335276345,0.0300119022186957,-0.1778557695242165,1.098620563371685,,,,
22620,0.3896908474990082,0.368594927823725,0.3897671437726981,0.3679464094973601,0.0729148228400524,-0.1539201025421919,1.0833765678884244,,,,
22621,0.3891949217200232,0.3683660390026551,0.3893475142674032,0.3674504837183752,0.1293801690725424,-0.1333414716025269,1.0910214545121617,,,,
22622,0.3887752922147283,0.3680990020447401,0.3889278847621082,0.3670308542130802,0.1658375804925687,-0.1342143009735404,1.0910214545121617,,,,
22623,0.3884319589831233,0.3678319650868251,0.3885464033936583,0.3666112247077853,0.179400006103702,-0.1269631031220436,1.0833765678884244,,,,
22624,0.3881649220252083,0.3676030762657551,0.3881649220252083,0.3662678914761803,0.1773857844782862,-0.1235389263588366,1.0833765678884244,,,,
22625,0.3878978850672934,0.3673741874446852,0.3878215887936034,0.3659627063814203,0.1703360087893308,-0.1237403485213782,1.0910214545121617,,,,
22626,0.3877452925199134,0.3671834467604602,0.3875164036988434,0.3656575212866604,0.1554979094821009,-0.1039002655110323,1.0910214545121617,,,,
22627,0.3875164036988434,0.3669545579393902,0.3872112186040835,0.3653904843287453,0.1398876918851281,-0.1144749290444655,1.0910214545121617,,,,
22628,0.3873638111514634,0.3667638172551652,0.3869060335093235,0.3651997436445203,0.1198797570726646,-0.1174962614825891,1.0833765678884244,,,,
22629,0.3872112186040835,0.3665349284340953,0.3866389965514085,0.3650090029602953,0.0918485061189613,-0.1390148625141147,1.1062654499954223,,,,
22630,0.3869823297830135,0.3662297433393353,0.3864101077303385,0.3648564104129154,0.0570024719992676,-0.1898068178350169,1.0910214545121617,,,,
22631,0.3868678853724785,0.3660771507919553,0.3861430707724236,0.3647419660023804,0.0422986541337322,-0.2013885921811579,1.121509445478683,,,,
22632,0.3866389965514085,0.3660008545182653,0.3859523300881986,0.3646656697286904,0.054383983886227,-0.2153874324777978,1.3961760307626574,,,,
22633,0.3864482558671835,0.3659245582445753,0.3856089968565936,0.3641697439497054,-0.0183629871517074,0.7035676137577442,1.121509445478683,,,,
22634,0.3863719595934936,0.3658482619708854,0.3854945524460587,0.3644749290444654,-0.0887264625995667,0.6272286141544847,0.8392437513351847,,,,
