x,y,time
0.485415778323772,0.515383636801183,0
0.48557334336547,0.515125699109627,0.000797265541550951
0.485730157494302,0.514873297267015,0.00159073152867214
0.485898702449614,0.514621664611578,0.00239179662465285
0.486077150788778,0.514368884599489,0.0032005066072573
0.486253912222438,0.514117200545623,0.00400157170323801
0.486431353921428,0.513861719213667,0.00480263679921873
0.486626223628481,0.513598628769331,0.00560754722739341
0.486820162376346,0.513328407056173,0.00640861232337413
0.487092584603891,0.512952451757415,0.00748054445020905
0.487372901764961,0.512545975598409,0.00856772057252724
0.487581119309829,0.512216330062257,0.00935349589526048
0.487791374754349,0.511847322106799,0.0101469618823817
0.487999032222992,0.511445305164229,0.0109404278695029
0.488205588530178,0.511009646794345,0.0117414929654836
0.4884066162378,0.510542987173517,0.0125349589526048
0.488601988971041,0.51004152826174,0.0133360240485855
0.488795547735478,0.50951364643984,0.0141409344767602
0.488974183501616,0.50896372783431,0.0149382000183111
0.489153670598059,0.508382315197826,0.0157392651142918
0.489329480645834,0.507780887145077,0.0165403302102725
0.489493647266262,0.507152636324095,0.017349040192877
0.489657042584218,0.506504153455457,0.0181539506210517
0.489806877345243,0.50584426170785,0.0189512161626026
0.489955735621503,0.505164655748621,0.0197599261452071
0.490097150734419,0.504474196614985,0.0205648365733818
0.490226409134773,0.503773763254371,0.0213659016693625
0.490355667535126,0.503068051841772,0.0221669667653432
0.490474142539307,0.502350004084113,0.0229756767479476
0.490575914992812,0.501630293523685,0.0237767418439283
0.490677687446318,0.500906103635013,0.024577806939909
0.490780913875101,0.500171476124783,0.0253903164769433
0.490885271535373,0.499271467446673,0.0263821375164037
0.490961685935737,0.498428121509259,0.0273090914639729
0.49104847811283,0.49746869204924,0.0283619342631306
0.491112627867968,0.496758167153335,0.0291401104770043
0.491170987868421,0.496040391843328,0.0299297311319315
0.491200839343999,0.495324931202926,0.0307231971190527
0.491231121377985,0.494605681540916,0.0315281075472274
0.491260972853563,0.493903347399204,0.0323215735343486
0.491291110219923,0.493201073083365,0.0331226386303293
0.491306139454814,0.492496601629815,0.0339313486129337
0.491302598369875,0.491804845722698,0.0347286141544847
0.491299023329884,0.491107764239484,0.0355335245826594
0.491295448289893,0.490409112484484,0.036338435010834
0.491278407481732,0.489709316964102,0.0371395001068148
0.491241603461825,0.489002907055626,0.0379405652027955
0.491204799441918,0.488287303452087,0.0387416302987762
0.491167644186436,0.487553556139347,0.0395503402813806
0.49113084016653,0.486812506300384,0.0403514053773613
0.491060237334765,0.486056577452222,0.041152470473342
0.490985871945424,0.485275914931827,0.0419611804559465
0.490912209546009,0.484484866761332,0.0427622455519272
0.490838547146593,0.483674352476621,0.0435633106479079
0.490764884747178,0.48284477533758,0.0443643757438886
0.490676579079767,0.48199405189501,0.0451654408398693
0.490529141129887,0.480852101346269,0.0462144840845973
0.490372586424247,0.479600910289826,0.0473283944212164
0.490262677081526,0.478675625179426,0.0481104159672841
0.490147526260937,0.477691267521333,0.0489038819544053
0.489999800931598,0.476668092622706,0.0496973479415265
0.489850660820936,0.475605064610125,0.0504984130375072
0.489702935491596,0.474526200440792,0.0512918790246284
0.489551402274703,0.473416913526104,0.0520929441206091
0.48937069498538,0.472293823637483,0.0528940092165898
0.489189987696056,0.471162473904907,0.0536950743125705
0.489009280406733,0.470026186205303,0.0544961394085512
0.488816711173952,0.468887504491827,0.0552972045045319
0.48860727904432,0.467738790680077,0.0561059144871364
0.488399826715754,0.466604370723297,0.0569069795831171
0.488180800025617,0.465476084248031,0.0577080446790978
0.487950504660622,0.464351814518774,0.0585129551072725
0.487718885952193,0.463245755532456,0.0593140202032532
0.487468071123647,0.462155284664369,0.0601150852992339
0.487217256295102,0.461082888026631,0.0609161503952146
0.486957182405878,0.460017485744089,0.0617248603778191
0.486678791474996,0.458974736441266,0.0625297708059938
0.48640173051273,0.457953782913644,0.0633308359019745
0.48612202544619,0.456940108618521,0.0641395458845789
0.485766729872907,0.455764310044862,0.0650932340464491
0.485390073994801,0.454602132146242,0.0660545213171788
0.484980521936855,0.453368348940658,0.067099765007477
0.484675613452073,0.452496095929429,0.0678779412213507
0.484366220755208,0.451663789230912,0.0686675618762779
0.484055321363084,0.450880093570311,0.0694610278633991
0.483708043052129,0.450137505649374,0.0702659382915738
0.483365989821476,0.449449951893019,0.071055558946501
0.48301897901023,0.448791871518201,0.0718566240424817
0.482667087551797,0.448160396519773,0.0726653340250862
0.482297923249735,0.447558590808561,0.0734663991210669
0.481928758947674,0.446979196353111,0.0742674642170476
0.481561345639216,0.446420007891304,0.0750647297585986
0.481186209904535,0.445865537224906,0.0758696401867733
0.480792322297007,0.445318206739895,0.076674550614948
0.480400316425192,0.444777204872189,0.0774756157109287
0.480004569483567,0.444229837010868,0.0782843256935331
0.479612563611752,0.443683971842481,0.0790853907895138
0.479211247217309,0.443130248598048,0.0798864558854946
0.478795702822669,0.442558877417335,0.080695165868099
0.478376230209197,0.441970731757635,0.0815115207373272
0.477805327343933,0.441181955698564,0.0825948973052156
0.477241370248087,0.440403806404798,0.0836515854365673
0.476817982978903,0.439805363064069,0.0844373607593005
0.476377348565804,0.439180679532995,0.0852308267464217
0.475936714152704,0.438538670605717,0.0860242927335429
0.47548350664773,0.437882955108729,0.0868292031617176
0.475022043551415,0.437237479228973,0.0876226691488388
0.474556160973533,0.436589907187935,0.0884237342448195
0.474090278395652,0.435955241879053,0.0892247993408003
0.473602752592487,0.435341082323353,0.090025864436781
0.473111056800277,0.434749618472335,0.0908269295327617
0.472621693184235,0.434187896529186,0.0916241950743127
0.472122972765015,0.433645242765691,0.0924367046113469
0.47161472700447,0.4331436236072,0.0932416150395216
0.471096244916444,0.43268315916661,0.0940426801355023
0.470508608179955,0.432214670593017,0.0949505905331585
0.46992591952671,0.431808346790569,0.0958508560441909
0.469331560192625,0.431463314131481,0.0967587664418471
0.468733906778284,0.431186254674292,0.0976666768395033
0.468131251071461,0.430961639130863,0.098582186346019
0.467340380025119,0.430725650284543,0.0998066957609791
0.466666021245479,0.430572673063195,0.100851939451277
0.466169299973239,0.430486427666521,0.101637714774011
0.465673882688931,0.430431962113028,0.102431180761132
0.465178465404622,0.430409695476189,0.103224646748253
0.464688046158198,0.430412211671397,0.104029557176428
0.464206161218624,0.430438416609532,0.104823023163549
0.463729083171829,0.430489857816074,0.10562408825953
0.463257620675265,0.430558859377982,0.10642515335551
0.462786158178701,0.430640509543744,0.107226218451491
0.462329061778148,0.430735332988598,0.108027283547472
0.461876228277505,0.430840114509753,0.108828348643452
0.46142561134714,0.430950678866808,0.109637058626057
0.460993989522865,0.431063373005278,0.110438123722038
0.460564414936228,0.431178502523842,0.111235389263589
0.460143409055544,0.431296025294559,0.112044099246193
0.459739128038235,0.431411383858663,0.112845164342174
0.459334847020925,0.43152647300716,0.113646229438154
0.458930566003616,0.431641650174106,0.114447294534135
0.458553533715606,0.431757520510901,0.11525600451674
0.458182378843685,0.431872537028439,0.11605706961272
0.457811223971763,0.431988715866659,0.116858134708701
0.457434766584385,0.432108815595423,0.117670644245735
0.457078308847968,0.432229825947174,0.118471709341716
0.456706896025623,0.432367345498722,0.119379619739372
0.456332374519343,0.432478356097146,0.120295129245888
0.45595940735503,0.432551184712496,0.121206839197974
0.45558488584875,0.432588352982786,0.12212234870449
0.455208791273489,0.432597642560146,0.123041703543199
0.454856762678362,0.432580684731426,0.123972502822962
0.454538120586057,0.432542405890875,0.124895657216102
